Competizione,Turno,Data,Casa,Ospite,Lato,Squadra,Modulo,Gruppo,Ordine,Numero,Giocatore,Ruolo,Rating,Entrato al,Uscito al,ID partita
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,2,2,Rincon H.,,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,3,12,Vitor Reis,,,,59',GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,4,31,Salguero A.,,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,5,44,Ba P.,,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,6,22,Solis Romero J. E.,,,,91',GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,7,29,Kourouma L.,,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,8,8,Portu,,,,59',GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,9,10,Asprilla Y.,,,,75',GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,10,7,Stuani C.,Capitano,,,75',GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,11,9,Ruiz A.,,,,66',GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,1,27,Arnau P.,,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,2,13,Gazzaniga P.,Portiere,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,3,21,Gil B.,,,66',,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,4,28,Jordana G.,,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,5,11,Lemar T.,,,75',,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,6,4,Martinez A.,,,59',,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,7,23,Martin I.,,,91',,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,8,3,Roca J.,,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,9,15,Tsygankov V.,,,59',,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,10,19,Vanat V.,,,75',,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,1,13,Sanchez Vivas A.,Portiere,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,2,5,Prado M.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,3,4,Carmona F.,Capitano,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,4,14,Perez A.,,,,62',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,5,3,Sanz H.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,6,11,Aranzabe A.,,,,75',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,7,8,Ramos J.,,,,99',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,8,16,Munoz D.,,,,75',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,9,10,Camus M.,,,,62',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,10,7,Bouzaig A.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,11,23,Punzano I.,,,,27',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,1,6,Castillo N.,,,75',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,2,2,Coto E.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,3,27,Dominguez I.,Portiere,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,4,19,Garcia D.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,5,21,Guerrero A.,,,62',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,6,20,Gueye L.,,,99',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,7,12,Jelbat A.,,,62',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,8,17,Ouhdadi O.,,,27',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,9,15,Piera J.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,10,9,Vazquez K.,,,75',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,1,1,Moldovan H.,Portiere,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,2,24,Ahijado L.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,3,2,Bailly E.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,4,12,Calvo D.,Capitano,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,5,3,Alhassane R.,,,,64',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,6,10,Hassan H.,,,,81',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,7,6,Sibo K.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,8,5,Reina A.,,,,56',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,9,18,Brekalo J.,,,,56',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,10,21,Ilic L.,,,,64',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,11,19,Fores A.,,,,99',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,1,27,Agudin P.,,,56',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,2,7,Chaira I.,,,99',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,3,11,Colombatto S.,,,56',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,4,4,Costas D.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,5,20,Dendoncker L.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,6,17,Domingues B.,,,81',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,7,13,Escandell A.,Portiere,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,8,25,Lopez J.,,,64',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,9,15,Luengo O.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,10,32,Menendez D.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,11,9,Vinas F.,,,64',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,1,13,Farolo,Portiere,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,2,2,Perez D.,,,,87',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,3,4,Castano J.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,4,12,Manja F.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,5,17,Rodriguez A.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,6,14,Conejo A.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,7,6,Hernandez M.,,,,68',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,8,22,Sanchez F.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,9,10,Chatun,,,,74',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,10,9,Torres J.,,,,68',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,11,19,Diez D.,,,,87',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,1,16,Chirola Romero N.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,2,24,Emi,,,68',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,3,18,Escudero J.,,,74',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,4,23,Esteban A.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,5,3,Herrador D.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,6,5,Pesca J.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,7,11,Popi,,,87',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,8,15,Sanabria Belloso J.,,,87',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,9,26,San Nicolas A.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,10,1,Tejedor E.,Portiere,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,11,8,Velazquez M.,,,68',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,1,1,Ruiz J.,Portiere,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,2,22,Martinez B.,,,,68',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,3,28,del Cerro S.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,4,36,Martinez I.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,5,15,Bunuel A.,,,,91',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,6,33,Exposito M.,,,,60',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,7,17,Cantero M.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,8,31,Garcia F.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,9,10,Appin K.,Capitano,,,60',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,10,20,Gonzalez M.,,,,68',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,11,11,Mollejo V.,,,,60',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,1,13,Cantero A.,Portiere,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,2,18,Cordoba A.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,3,21,Cordoba I.,,,60',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,4,14,Gonzalez Ballesteros D.,,,68',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,5,38,Lecic L.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,6,2,Lizancos A.,,,91',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,7,7,Mejia M.,,,60',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,8,12,Miguel F.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,9,23,Morante I.,,,60',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,10,9,Nino F.,,,68',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,11,32,Ventosa E.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,1,13,Fernandez I.,Portiere,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,2,5,Lecea S.,Capitano,,,61',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,3,4,Fernandez A.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,4,18,Zubiri I.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,5,3,Hualde J.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,6,16,Santafe D.,,,,60',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,7,21,Aguinaga P.,,,,78',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,8,8,Sanchez D.,,,,78',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,9,14,Guerra J.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,10,22,Olarra A.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,11,9,Traore M.,,,,61',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,1,17,Celik A. L.,,,61',,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,2,12,Clavero S.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,3,7,Fernandez D.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,4,10,Gil S.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,5,23,Hernando I.,,,78',,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,6,11,Kandoussi B.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,7,19,Khitthi,,,78',,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,8,6,Nunez D.,,,60',,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,9,15,Reygadas M.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,10,1,Royo K.,Portiere,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,11,20,San Martin D.,,,61',,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,1,13,Andreev P.,Portiere,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,2,17,Michelin C.,,,,46',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,3,4,Manu,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,4,5,Castro J.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,5,33,Calera S.,,,,75',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,6,8,Aldasoro A.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,7,6,Sainz-Maza I.,Capitano,,,65',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,8,7,Cabanzon Y.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,9,36,Martinez S.,,,,82',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,10,20,Camara S.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,11,12,Villalibre A.,,,,65',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Panchina,1,9,Arana J.,,,65',,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Panchina,2,29,Arevalo J.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Panchina,3,44,Chino,,,65',,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Panchina,4,1,Ezkieta J.,Portiere,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Panchina,5,3,Garcia M.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Panchina,6,16,Gonzalez F.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Panchina,7,14,Gueye M.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Panchina,8,42,Incera I.,,,75',,6g1h6wpK
