Competizione,Turno,Data,Casa,Ospite,Lato,Squadra,Modulo,Gruppo,Ordine,Numero,Giocatore,Ruolo,Rating,Entrato al,Uscito al,ID partita
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,1,25.0,Krapyvtsov V.,Portiere,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,2,2.0,Rincon H.,,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,3,12.0,Vitor Reis,,,,59',GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,4,31.0,Salguero A.,,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,5,44.0,Ba P.,,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,6,22.0,Solis Romero J. E.,,,,91',GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,7,29.0,Kourouma L.,,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,8,8.0,Portu,,,,59',GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,9,10.0,Asprilla Y.,,,,75',GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,10,7.0,Stuani C.,Capitano,,,75',GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Titolare,11,9.0,Ruiz A.,,,,66',GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,1,27.0,Arnau P.,,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,2,13.0,Gazzaniga P.,Portiere,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,3,21.0,Gil B.,,,66',,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,4,28.0,Jordana G.,,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,5,11.0,Lemar T.,,,75',,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,6,4.0,Martinez A.,,,59',,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,7,23.0,Martin I.,,,91',,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,8,3.0,Roca J.,,,,,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,9,15.0,Tsygankov V.,,,59',,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Constancia,Girona,Ospite,Girona,3-4-3,Panchina,10,19.0,Vanat V.,,,75',,GllYRg6t
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,1,13.0,Sanchez Vivas A.,Portiere,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,2,5.0,Prado M.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,3,4.0,Carmona F.,Capitano,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,4,14.0,Perez A.,,,,62',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,5,3.0,Sanz H.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,6,11.0,Aranzabe A.,,,,75',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,7,8.0,Ramos J.,,,,99',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,8,16.0,Munoz D.,,,,75',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,9,10.0,Camus M.,,,,62',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,10,7.0,Bouzaig A.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Titolare,11,23.0,Punzano I.,,,,27',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,1,6.0,Castillo N.,,,75',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,2,2.0,Coto E.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,3,27.0,Dominguez I.,Portiere,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,4,19.0,Garcia D.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,5,21.0,Guerrero A.,,,62',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,6,20.0,Gueye L.,,,99',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,7,12.0,Jelbat A.,,,62',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,8,17.0,Ouhdadi O.,,,27',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,9,15.0,Piera J.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Casa,Ourense CF,4-4-2,Panchina,10,9.0,Vazquez K.,,,75',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,1,1.0,Moldovan H.,Portiere,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,2,24.0,Ahijado L.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,3,2.0,Bailly E.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,4,12.0,Calvo D.,Capitano,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,5,3.0,Alhassane R.,,,,64',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,6,10.0,Hassan H.,,,,81',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,7,6.0,Sibo K.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,8,5.0,Reina A.,,,,56',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,9,18.0,Brekalo J.,,,,56',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,10,21.0,Ilic L.,,,,64',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Titolare,11,19.0,Fores A.,,,,99',x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,1,27.0,Agudin P.,,,56',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,2,7.0,Chaira I.,,,99',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,3,11.0,Colombatto S.,,,56',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,4,4.0,Costas D.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,5,20.0,Dendoncker L.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,6,17.0,Domingues B.,,,81',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,7,13.0,Escandell A.,Portiere,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,8,25.0,Lopez J.,,,64',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,9,15.0,Luengo O.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,10,32.0,Menendez D.,,,,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Ospite,Oviedo,4-4-2,Panchina,11,9.0,Vinas F.,,,64',,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,1,13.0,Farolo,Portiere,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,2,2.0,Perez D.,,,,87',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,3,4.0,Castano J.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,4,12.0,Manja F.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,5,17.0,Rodriguez A.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,6,14.0,Conejo A.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,7,6.0,Hernandez M.,,,,68',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,8,22.0,Sanchez F.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,9,10.0,Chatun,,,,74',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,10,9.0,Torres J.,,,,68',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Titolare,11,19.0,Diez D.,,,,87',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,1,16.0,Chirola Romero N.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,2,24.0,Emi,,,68',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,3,18.0,Escudero J.,,,74',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,4,23.0,Esteban A.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,5,3.0,Herrador D.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,6,5.0,Pesca J.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,7,11.0,Popi,,,87',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,8,15.0,Sanabria Belloso J.,,,87',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,9,26.0,San Nicolas A.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,10,1.0,Tejedor E.,Portiere,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Casa,Atl. Tordesillas,4-4-2,Panchina,11,8.0,Velazquez M.,,,68',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,1,1.0,Ruiz J.,Portiere,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,2,22.0,Martinez B.,,,,68',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,3,28.0,del Cerro S.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,4,36.0,Martinez I.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,5,15.0,Bunuel A.,,,,91',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,6,33.0,Exposito M.,,,,60',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,7,17.0,Cantero M.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,8,31.0,Garcia F.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,9,10.0,Appin K.,Capitano,,,60',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,10,20.0,Gonzalez M.,,,,68',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Titolare,11,11.0,Mollejo V.,,,,60',zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,1,13.0,Cantero A.,Portiere,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,2,18.0,Cordoba A.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,3,21.0,Cordoba I.,,,60',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,4,14.0,Gonzalez Ballesteros D.,,,68',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,5,38.0,Lecic L.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,6,2.0,Lizancos A.,,,91',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,7,7.0,Mejia M.,,,60',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,8,12.0,Miguel F.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,9,23.0,Morante I.,,,60',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,10,9.0,Nino F.,,,68',,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Ospite,Burgos CF,4-4-2,Panchina,11,32.0,Ventosa E.,,,,,zci96nv3
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,1,13.0,Fernandez I.,Portiere,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,2,5.0,Lecea S.,Capitano,,,61',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,3,4.0,Fernandez A.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,4,18.0,Zubiri I.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,5,3.0,Hualde J.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,6,16.0,Santafe D.,,,,60',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,7,21.0,Aguinaga P.,,,,78',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,8,8.0,Sanchez D.,,,,78',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,9,14.0,Guerra J.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,10,22.0,Olarra A.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Titolare,11,9.0,Traore M.,,,,61',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,1,17.0,Celik A. L.,,,61',,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,2,12.0,Clavero S.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,3,7.0,Fernandez D.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,4,10.0,Gil S.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,5,23.0,Hernando I.,,,78',,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,6,11.0,Kandoussi B.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,7,19.0,Khitthi,,,78',,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,8,6.0,Nunez D.,,,60',,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,9,15.0,Reygadas M.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,10,1.0,Royo K.,Portiere,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Casa,SD Logrones,4-1-4-1,Panchina,11,20.0,San Martin D.,,,61',,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,1,13.0,Andreev P.,Portiere,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,2,17.0,Michelin C.,,,,46',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,3,4.0,Manu,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,4,5.0,Castro J.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,5,33.0,Calera S.,,,,75',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,6,8.0,Aldasoro A.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,7,6.0,Sainz-Maza I.,Capitano,,,65',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,8,7.0,Cabanzon Y.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,9,36.0,Martinez S.,,,,82',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,10,20.0,Camara S.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Titolare,11,12.0,Villalibre A.,,,,65',6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Panchina,1,9.0,Arana J.,,,65',,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Panchina,2,29.0,Arevalo J.,,,,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Panchina,3,44.0,Chino,,,65',,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,Ospite,Racing Santander,4-2-3-1,Panchina,4,1.0,Ezkieta J.,Portiere,,,,6g1h6wpK
