Competizione,Turno,Data,Casa,Ospite,Periodo,Minuto,Lato,Tipo evento,Giocatore,Punteggio dopo,ID partita
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Supplementari,105+2',Casa,Cartellino Giallo,Jelbat A.,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Supplementari,114',Casa,Rigore Assegnato,Bouzaig A.,4-2,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Supplementari,114',Casa,Rigore,Bouzaig A.,4-2,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Supplementari,119',Ospite,Cartellino Giallo,Vinas F.,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Supplementari,119',Casa,Cartellino Giallo,Carmona F.,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Supplementari,120+2',Casa,Rigore Assegnato,Guerrero A.,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Ourense CF,Oviedo,Supplementari,120+2',Casa,Rigore sbagliato,Guerrero A.,,x2PrjRgM
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,1 Tempo,25',Casa,Cartellino Giallo,Chatun,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,1 Tempo,27',Casa,Cartellino Giallo,Hernandez M.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,1 Tempo,32',Casa,Cartellino Giallo,Castano J.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,53',Casa,Cartellino Giallo,Rodriguez A.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,60',Ospite,Sostituzione - Esce,Exposito M.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,60',Ospite,Sostituzione - Entra,Mejia M.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,60',Ospite,Sostituzione - Esce,Mollejo V.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,60',Ospite,Sostituzione - Entra,Morante I.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,60',Ospite,Sostituzione - Esce,Appin K.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,60',Ospite,Sostituzione - Entra,Cordoba I.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,63',Casa,Gol,Chatun,1-0,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,68',Casa,Sostituzione - Esce,Torres J.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,68',Casa,Sostituzione - Entra,Velazquez M.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,68',Casa,Sostituzione - Esce,Hernandez M.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,68',Casa,Sostituzione - Entra,Emi,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,68',Ospite,Sostituzione - Esce,Martinez B.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,68',Ospite,Sostituzione - Entra,Gonzalez Ballesteros D.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,68',Ospite,Sostituzione - Esce,Gonzalez M.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,68',Ospite,Sostituzione - Entra,Nino F.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,74',Casa,Sostituzione - Esce,Chatun,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,74',Casa,Sostituzione - Entra,Escudero J.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,75',Casa,Cartellino Giallo,Sanchez F.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,80',Casa,Cartellino Giallo,Perez D.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,84',Ospite,Cartellino Giallo,Mejia M.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,87',Casa,Sostituzione - Esce,Perez D.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,87',Casa,Sostituzione - Entra,Popi,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,87',Casa,Sostituzione - Esce,Diez D.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,87',Casa,Sostituzione - Entra,Sanabria Belloso J.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,90+3',Ospite,Gol,Martinez I.,1-1,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,2 Tempo,90+3',Ospite,Assist,Cordoba I.,1-1,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Supplementari,91',Ospite,Sostituzione - Esce,Bunuel A.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Supplementari,91',Ospite,Sostituzione - Entra,Lizancos A.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Supplementari,115',Casa,Cartellino Giallo,San Nicolas A.,,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Supplementari,116',Ospite,Gol,Lizancos A.,1-2,zci96nv3
Copa del Rey,1° turno,28.10.2025,Atl. Tordesillas,Burgos CF,Supplementari,116',Ospite,Assist,Garcia F.,1-2,zci96nv3
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,1 Tempo,23',Ospite,Gol,Camara S.,0-1,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,1 Tempo,23',Ospite,Assist,Martinez S.,0-1,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,1 Tempo,26',Casa,Cartellino Giallo,Hualde J.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,1 Tempo,40',Casa,Cartellino Giallo,Santafe D.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,1 Tempo,42',Casa,Cartellino Giallo,Traore M.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,1 Tempo,45+1',Casa,Cartellino Giallo,Olarra A.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,46',Ospite,Sostituzione - Esce,Michelin C.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,46',Ospite,Sostituzione - Entra,Sangalli M.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,46',Ospite,Cartellino Giallo,Sangalli M.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,60',Casa,Sostituzione - Esce,Santafe D.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,60',Casa,Sostituzione - Entra,Nunez D.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,61',Casa,Sostituzione - Esce,Traore M.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,61',Casa,Sostituzione - Entra,San Martin D.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,61',Casa,Sostituzione - Esce,Lecea S.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,61',Casa,Sostituzione - Entra,Celik A. L.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,65',Ospite,Sostituzione - Esce,Villalibre A.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,65',Ospite,Sostituzione - Entra,Arana J.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,65',Ospite,Sostituzione - Esce,Sainz-Maza I.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,65',Ospite,Sostituzione - Entra,Chino,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,66',Ospite,Gol,Cabanzon Y.,0-2,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,66',Ospite,Assist,Arana J.,0-2,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,71',Ospite,Cartellino Giallo,Cabanzon Y.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,75',Ospite,Sostituzione - Esce,Calera S.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,75',Ospite,Sostituzione - Entra,Incera I.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,78',Casa,Sostituzione - Esce,Aguinaga P.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,78',Casa,Sostituzione - Entra,Khitthi,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,78',Casa,Sostituzione - Esce,Sanchez D.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,78',Casa,Sostituzione - Entra,Hernando I.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,79',Casa,Cartellino Rosso,Nunez D.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,81',Casa,Cartellino Giallo,Khitthi,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,82',Ospite,Sostituzione - Esce,Martinez S.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,82',Ospite,Sostituzione - Entra,Vallecillo A.,,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,87',Ospite,Gol,Cabanzon Y.,0-3,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,87',Ospite,Assist,Chino,0-3,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,SD Logrones,Racing Santander,2 Tempo,89',Ospite,Gol,Incera I.,0-4,6g1h6wpK
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,1 Tempo,1',Ospite,Gol,Marti R.,0-1,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,1 Tempo,1',Ospite,Assist,Tabatadze I.,0-1,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,1 Tempo,28',Casa,Rigore Assegnato,Alvarito,1-1,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,1 Tempo,28',Casa,Rigore,Alvarito,1-1,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,1 Tempo,32',Casa,Cartellino Giallo,Pontones J.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,46',Ospite,Sostituzione - Esce,Moreno J.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,46',Ospite,Sostituzione - Entra,Diaz Peregrina J.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,48',Ospite,Rigore Assegnato,Diarra Y.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,48',Ospite,Rigore sbagliato,Diarra Y.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,60',Ospite,Sostituzione - Esce,Diarra Y.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,60',Ospite,Sostituzione - Entra,Aghama E.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,69',Ospite,Gol,Marti R.,1-2,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,69',Ospite,Assist,Tabatadze I.,1-2,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,72',Casa,Sostituzione - Esce,Pontones J.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,72',Casa,Sostituzione - Entra,Mizzian M.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,72',Casa,Sostituzione - Esce,Bravo J.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,72',Casa,Sostituzione - Entra,Marin A.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,75',Ospite,Sostituzione - Esce,Marti R.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,75',Ospite,Sostituzione - Entra,Camara D.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,75',Ospite,Sostituzione - Esce,Gonzalez J.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,75',Ospite,Sostituzione - Entra,Ortuno S.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,75',Ospite,Sostituzione - Esce,Tabatadze I.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,75',Ospite,Sostituzione - Entra,de la Rosa J.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,77',Ospite,Gol,Diaz Peregrina J.,1-3,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,77',Ospite,Assist,Camara D.,1-3,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,78',Casa,Cartellino Giallo,Urzelay U.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,80',Casa,Sostituzione - Esce,Aquino D.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,80',Casa,Sostituzione - Entra,Gonzalez N.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,80',Casa,Sostituzione - Esce,Alvarito,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,80',Casa,Sostituzione - Entra,Soto A.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,80',Casa,Sostituzione - Esce,Urzelay U.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,UCAM Murcia,Cadice,2 Tempo,80',Casa,Sostituzione - Entra,Hernandez P.,,nRF8SuFs
Copa del Rey,1° turno,28.10.2025,Langreo,Racing Club Ferrol,1 Tempo,28',Casa,Cartellino Giallo,Amez D.,,4AKF9CjC
