Competizione,Turno,Data,Casa,Ospite,Lato,Squadra,Giocatore,Ruolo,Stato,Rating,ID partita,PENALTIES_COMMITTED,PENALTY_SHOOTOUT_ATTEMPTS_SAVES,PENALTY_SHOOTOUT_ATTEMPTS_SCORED,HIT_WOODWORK,TURNOVERS,CHALLENGE_LOST,PENALTIES_NOT_CONVERTED,PENALTY_SHOOTOUT_ATTEMPTS_NOT_CONVERTED,GOALS_PREVENTED_NO_PENALTIES,PASSES_OPEN_PLAY_ACCURACY,PASSES_OPEN_PLAY_ACCURATE,PASSES_OPEN_PLAY_TOTAL,DUELS_EFFICIENCY,TACKLE_LAST_MAN,CLEARANCES_OFF_LINE,BIG_CHANCES_SAVED,PENALTIES_SAVED,GOALS_PENALTY,PENALTIES_WON,ASSISTS_GOAL,BIG_CHANCES_CREATED,BIG_CHANCES_MISSED,CARDS_RED,CARDS_YELLOW,CLEARANCES,CROSSES_ACCURACY,CROSSES_TOTAL,CROSSES_ACCURATE,DRIBBLES_EFFICIENCY,DUELS_AERIAL_TOTAL,DRIBBLES_TOTAL,DRIBBLES_WON,DUELS_AERIAL_EFFICIENCY,DUELS_AERIAL_WON,DUELS_GROUND_EFFICIENCY,DUELS_GROUND_TOTAL,DUELS_GROUND_WON,DUELS_TOTAL,ERRORS_LEAD_TO_GOAL,ERRORS_LEAD_TO_SHOT,EXPECTED_ASSISTS,EXPECTED_GOALS,EXPECTED_GOALS_ON_TARGET,EXPECTED_GOALS_ON_TARGET_FACED,FOULS_COMMITTED,FOULS_SUFFERED,GOALS,GOALS_CONCEDED,GOALS_OWN,GOALS_PREVENTED,INTERCEPTIONS,KEEPER_SWEEPER_TOTAL,KEEPER_THROWS_TOTAL,LONG_BALLS_ACCURACY,LONG_BALLS_TOTAL,LONG_BALLS_ACCURATE,MATCH_MINUTES_PLAYED,OFFSIDES,PASSES_ACCURACY,PASSES_TOTAL,PASSES_ACCURATE,PASSES_FINAL_THIRD_ACCURACY,PASSES_FINAL_THIRD_TOTAL,PASSES_FINAL_THIRD_ACCURATE,PUNCHES_TOTAL,SAVES_TOTAL,SHOTS_BLOCKED,SHOTS_BOX_IN,SHOTS_BOX_OUT,SHOTS_HEAD,SHOTS_OFF_TARGET,SHOTS_ON_TARGET,SHOTS_TOTAL,TACKLES_EFFICIENCY,TACKLES_TOTAL,TACKLES_WON,TOUCHES_BOX_OPPOSITE,TOUCHES_TOTAL,SHOTS_FACED,CARDS_YELLOW_SECOND,MATCH_ON_PITCH_LIVE,MATCH_MINUTES_PLAYED_LIVE,KEY_PASSES,BOX_ENTRIES_EFFICIENCY,BOX_ENTRIES_ACCURATE,BOX_ENTRIES_TOTAL,THROUGH_BALLS,LAYOFFS_ACCURACY,LAYOFFS_ACCURATE,LAYOFFS_TOTAL,FINAL_THIRD_ENTRIES_TOTAL,FINAL_THIRD_ENTRIES_SUCCESSFUL,FINAL_THIRD_ENTRIES_EFFICIENCY,BALL_RECOVERIES,HIGH_CLAIM_EFFICIENCY,HIGH_CLAIM_TOTAL,HIGH_CLAIM_SAVED,DUELS_WON,OUTFIELDER_BLOCKS,PROGRESSIVE_CARRIES,PROGRESSIVE_PASSES_TOTAL,PROGRESSIVE_PASSES_ACCURACY,PROGRESSIVE_PASSES_ACCURATE
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Casa,Portugalete,Recio Inaki,Difensore centrale,Titolare,5.8,EV0Qn9sh,0,0,0,0,1,0,0,0,0.0475,0.470588,8,17,0.555556,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3,0,0.5,1,2,1,1.0,1,0.5,8,4,9,0,0,0.139134,0.0578,0.0,2.0475,3,3,0,3,0,0.0475,0,0,0,0.444444,9,4,90,0,0.473684,19,9,0.375,8,3,0,0,0,1,0,1,1,0,1,0.0,0,0,2,41,3,0,0,90,0,0.0,0,3,0,0.0,0,0,6,0,0.0,2,0.0,0,0,5,0,1,16,0.4375,7
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Casa,Portugalete,Perez Alex,Centrocampista,Subentrato,5.9,EV0Qn9sh,0,0,0,0,2,0,0,0,-0.0073,1.0,1,1,0.333333,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0.0,1,0,0,0.0,0,0.5,2,1,3,0,0,0.001832,0.2009,0.2528,0.9927,1,1,0,2,0,-0.0073,0,0,0,0.0,0,0,23,0,1.0,2,2,1.0,1,1,0,0,0,1,0,0,0,1,1,0.0,0,0,1,8,2,0,0,23,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0.0,0
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Casa,Portugalete,Gonzalez Ander,Difensore centrale,Titolare,5.8,EV0Qn9sh,0,0,0,0,2,0,0,0,0.0475,0.48,12,25,0.75,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,2,0,0,0.5,1,0.833333,6,5,8,0,0,0.003567,0.0,0.0,2.0475,1,4,0,3,0,0.0475,0,0,0,0.166667,6,1,90,1,0.5,26,13,0.375,8,3,0,0,0,0,0,0,0,0,0,1.0,2,2,1,37,3,0,0,90,0,0.0,0,1,0,0.0,0,0,7,0,0.0,0,0.0,0,0,6,0,0,8,0.375,3
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Casa,Portugalete,Cuello Yeray,Centrocampista,Titolare,6.1,EV0Qn9sh,0,0,0,0,4,0,0,0,0.0548,0.666667,10,15,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0.0,3,0,0,0.333333,1,0.4,5,2,8,0,0,0.006309,0.0457,0.0,1.0548,2,0,0,2,0,0.0548,1,0,0,0.666667,3,2,76,0,0.705882,17,12,0.625,8,5,0,0,1,0,2,0,1,0,2,0.0,2,0,0,29,2,0,0,75,0,0.0,0,2,0,0.0,0,0,4,0,0.0,4,0.0,0,0,3,0,3,6,0.166667,1
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Ospite,Alaves,Alena Carles,Ala,Titolare,6.9,EV0Qn9sh,0,0,0,0,3,0,0,0,0.0221,0.916667,22,24,0.714286,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,1,0.5,0,2,1,0.0,0,0.714286,7,5,7,0,0,0.124963,0.015,0.0,0.0221,2,1,0,0,0,0.0221,0,0,0,0.666667,3,2,84,0,0.892857,28,25,0.777778,9,7,0,0,1,0,1,0,0,0,1,1.0,3,3,0,45,0,0,0,84,1,0.0,0,4,0,0.0,0,0,3,0,0.0,3,0.0,0,0,5,1,3,4,0.5,2
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Ospite,Alaves,Protesoni Carlos,Difensore centrale,Titolare,7.6,EV0Qn9sh,0,0,0,0,1,0,0,0,0.2927,0.821918,60,73,1.0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,0,0.0,2,0,0,1.0,2,1.0,3,3,5,0,0,0.011564,0.0971,0.3608,0.2927,0,1,0,0,0,0.2927,3,0,0,0.357143,14,5,90,0,0.828947,76,63,0.285714,7,2,0,0,0,1,0,1,0,1,1,1.0,2,2,1,91,0,0,0,90,0,0.0,0,0,0,0.0,0,0,7,0,0.0,4,0.0,0,0,5,0,15,8,0.25,2
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Ospite,Alaves,Ibanez Pablo,Centrocampista,Subentrato,7.0,EV0Qn9sh,0,0,0,0,0,0,0,0,0.2706,0.909091,10,11,0.666667,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,0,0,0,0.0,0,0.666667,3,2,3,0,0,0.005595,0.0,0.0,0.2706,1,0,0,0,0,0.2706,1,0,0,1.0,1,1,27,0,0.916667,12,11,1.0,4,4,0,0,0,0,0,0,0,0,0,0.5,2,1,0,17,0,0,0,27,0,0.0,0,0,0,0.0,0,0,3,0,0.0,0,0.0,0,0,2,0,0,3,1.0,3
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Ospite,Alaves,Guridi Jon,Centrocampista,Titolare,6.9,EV0Qn9sh,0,0,0,0,1,0,0,0,0.0221,0.709677,22,31,0.833333,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,0.0,3,0,0,1.0,3,0.666667,3,2,6,0,0,0.009101,0.0,0.0,0.0221,1,2,0,0,0,0.0221,1,0,0,0.333333,3,1,63,0,0.709677,31,22,0.416667,12,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,37,0,0,0,63,0,0.0,0,1,0,0.0,0,0,9,0,0.0,1,0.0,0,0,5,0,2,5,0.0,0
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Ospite,Alaves,Munoz Egoitz,Terzino,Titolare,7.0,EV0Qn9sh,0,0,0,0,1,0,0,0,0.2927,0.754717,40,53,0.428571,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,0,1.0,2,1,1,0.5,1,0.4,5,2,7,0,0,0.040782,0.0,0.0,0.2927,2,1,0,0,0,0.2927,0,0,0,0.090909,11,1,90,0,0.775862,58,45,0.142857,7,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,74,0,0,0,90,0,0.0,0,2,0,0.0,0,0,7,0,0.0,5,0.0,0,0,3,2,7,13,0.230769,3
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Ospite,Alaves,Blanco Antonio,Centrocampista,Subentrato,6.5,EV0Qn9sh,0,0,0,0,0,1,0,0,0.2706,0.9,9,10,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,1,0,0.0,0,0.2,5,1,5,0,0,0.001554,0.0,0.0,0.2706,2,0,0,0,0,0.2706,0,0,0,1.0,1,1,27,0,0.9,10,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,13,0,0,0,27,0,0.0,0,0,0,0.0,0,0,0,0,0.0,1,0.0,0,0,1,0,0,1,1.0,1
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Ospite,Alaves,Olaiz Xanet,Giocatore,Subentrato,,EV0Qn9sh,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,1,0,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0,1,0,0.0,0,0,0,0.0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,1,0.0,0
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Ospite,Alaves,Enriquez Youssef,Terzino,Titolare,7.0,EV0Qn9sh,0,0,0,0,5,0,0,0,0.2927,0.837838,31,37,0.538462,0,0,0,0,0,0,0,0,0,0,1,2,0.0,5,0,0.333333,2,3,1,0.5,1,0.545455,11,6,13,0,0,0.205284,0.0,0.0,0.2927,2,3,0,0,0,0.2927,1,0,0,0.625,8,5,89,0,0.842105,38,32,0.555556,9,5,0,0,0,0,0,0,0,0,0,0.5,2,1,0,66,0,0,0,89,1,0.0,0,3,1,0.0,0,0,4,0,0.0,5,0.0,0,0,7,0,3,15,0.466667,7
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Ospite,Alaves,Diaz Mariano,Attaccante,Titolare,5.9,EV0Qn9sh,0,0,0,0,0,0,0,0,0.0221,0.444444,4,9,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,3,0,0,0.333333,1,0.0,1,0,4,0,0,0.009912,0.058,0.0,0.0221,3,0,0,0,0,0.0221,0,0,0,1.0,1,1,63,3,0.444444,9,4,0.428571,7,3,0,0,1,1,0,0,0,0,1,0.0,0,0,2,10,0,0,0,63,1,0.0,0,0,0,0.0,0,0,2,0,0.0,1,0.0,0,0,1,0,1,4,0.5,2
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Ospite,Alaves,Vicente Carlos,Ala,Titolare,8.0,EV0Qn9sh,0,0,0,0,2,1,0,0,0.2927,0.806452,25,31,0.363636,0,0,0,0,0,0,1,1,0,0,0,1,0.5,2,1,0.0,1,2,0,0.0,0,0.4,10,4,11,0,0,0.419401,0.022,0.4355,0.2927,3,3,1,0,0,0.2927,0,0,0,0.5,2,1,90,0,0.806452,31,25,0.666667,6,4,0,0,0,1,0,0,0,1,1,1.0,1,1,3,47,0,0,0,90,2,0.0,0,1,0,0.0,0,0,2,0,0.0,3,0.0,0,0,4,0,2,6,0.666667,4
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Ospite,Alaves,Manas Aitor,Attaccante,Subentrato,6.0,EV0Qn9sh,0,0,0,0,1,0,0,0,0.2706,0.4,2,5,0.333333,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1,1,0,1.0,1,0.2,5,1,6,0,0,0.000316,0.0,0.0,0.2706,2,0,0,0,0,0.2706,0,0,0,0.0,0,0,27,0,0.4,5,2,0.333333,3,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,11,0,0,0,27,0,0.0,0,1,0,0.0,0,0,1,0,0.0,1,0.0,0,0,2,0,2,2,0.0,0
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Ospite,Alaves,Hernandez Izei,Giocatore,Subentrato,,EV0Qn9sh,0,0,0,0,0,0,0,0,0.2706,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.025108,0.0,0.0,0.2706,0,0,0,0,0,0.2706,0,0,0,0.0,0,0,6,1,1.0,1,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,6,0,0.0,0,1,0,0.0,0,0,1,0,0.0,1,0.0,0,0,0,0,0,1,1.0,1
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Ospite,Alaves,Guevara Ander,Centrocampista,Titolare,7.1,EV0Qn9sh,0,0,0,0,0,0,0,0,0.0221,0.76087,35,46,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,3,0,0,0.333333,1,0.666667,3,2,6,0,0,0.007439,0.0,0.0,0.0221,1,0,0,0,0,0.0221,1,0,0,0.2,5,1,63,0,0.765957,47,36,0.6,5,3,0,0,0,0,0,0,0,0,0,1.0,2,2,0,56,0,0,0,63,0,0.0,0,0,0,0.0,0,0,5,0,0.0,4,0.0,0,0,3,0,3,5,0.4,2
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Ospite,Alaves,Diarra Moussa,Difensore centrale,Titolare,7.5,EV0Qn9sh,0,0,0,0,0,0,0,0,0.2927,0.777778,56,72,0.7,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1,0,0.25,3,4,1,0.666667,2,0.714286,7,5,10,0,0,0.012854,0.0,0.0,0.2927,0,3,0,0,0,0.2927,1,0,0,0.333333,12,4,90,0,0.77027,74,57,0.535714,28,15,0,0,0,0,0,0,0,0,0,0.0,1,0,1,91,0,0,0,90,0,0.0,0,1,0,0.0,0,0,27,0,0.0,7,0.0,0,0,7,1,13,24,0.375,9
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Ospite,Alaves,Fernandez Raul,Portiere,Titolare,7.3,EV0Qn9sh,0,0,0,0,0,0,0,0,0.2927,0.6,6,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.003806,0.0,0.0,0.2927,0,0,0,0,0,0.2927,0,0,4,0.5,22,11,90,0,0.607143,28,17,0.454545,11,5,0,3,0,0,0,0,0,0,0,0.0,0,0,0,37,3,0,0,90,1,0.0,0,1,0,0.0,0,0,11,0,0.0,11,1.0,1,1,0,0,0,20,0.45,9
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Ospite,Alaves,Martinez Toni,Attaccante,Titolare,7.5,EV0Qn9sh,0,0,0,0,0,0,0,0,0.2927,0.421053,8,19,0.444444,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,5,2,0,0.6,3,0.25,4,1,9,0,0,0.001598,0.8738,1.2512,0.2927,1,1,1,0,0,0.2927,0,0,0,0.0,2,0,90,0,0.421053,19,8,0.2,5,1,0,0,0,2,2,0,1,3,4,0.0,0,0,4,30,0,0,0,90,0,0.0,0,0,0,0.0,0,0,2,0,0.0,4,0.0,0,0,4,0,2,2,0.0,0
Copa del Rey,2° turno,02.12.2025,Ebro,Osasuna,Ospite,Osasuna,Bretones Abel,Difensore,Subentrato,,n7o1ffpf,0,0,0,0,1,0,0,0,0.0,0.75,3,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,1,0,1,0,0,0.000736,0.0,0.0,0.8838,0,0,0,1,0,-0.1162,0,0,0,0.0,1,0,8,0,0.75,4,3,0.5,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,8,1,0,0,8,0,0.0,0,2,0,0.0,0,0,2,0,0.0,0,0.0,0,0,0,0,0,4,0.25,1
Copa del Rey,2° turno,02.12.2025,Ebro,Osasuna,Ospite,Osasuna,Becker Sheraldo,Ala,Titolare,8.5,n7o1ffpf,0,0,0,0,2,0,0,0,-0.4535,0.8,32,40,0.666667,0,0,0,0,0,0,1,1,1,0,0,0,0.25,8,2,0.75,2,4,3,0.5,1,0.714286,7,5,9,0,0,0.450574,1.3454,1.471,2.4303,0,1,1,3,0,-0.5697,0,0,0,0.0,3,0,90,1,0.8,40,32,0.833333,24,20,0,0,0,3,1,0,1,3,4,1.0,1,1,5,67,3,0,0,90,4,0.0,0,8,0,1.0,1,1,5,0,0.0,2,0.0,0,0,6,1,15,15,0.533333,8
